bulk_species_node [MG] at P @ dist64,bulk_species_node [MG] at P @ dist648,bulk_species_node [MG] at Chlorine @ dist64,bulk_species_node [MG] at Chlorine @ dist648,bulk_species_node [MG] at P @ dist356,bulk_species_node [MG] at Chlorine @ dist356,bulk_species_node [MG] at P @ dist399,bulk_species_node [MG] at Chlorine @ dist399,bulk_species_node [MG] at P @ dist420,bulk_species_node [MG] at Chlorine @ dist420,bulk_species_node [MG] at P @ dist485,bulk_species_node [MG] at Chlorine @ dist485,bulk_species_node [MG] at P @ dist606,bulk_species_node [MG] at Chlorine @ dist606,bulk_species_node [MG] at P @ dist1028,bulk_species_node [MG] at Chlorine @ dist1028,bulk_species_node [MG] at P @ dist1332,bulk_species_node [MG] at Chlorine @ dist1332,bulk_species_node [MG] at P @ dist1363,bulk_species_node [MG] at Chlorine @ dist1363,bulk_species_node [MG] at P @ dist1459,bulk_species_node [MG] at Chlorine @ dist1459,bulk_species_node [MG] at P @ dist1464,bulk_species_node [MG] at Chlorine @ dist1464,bulk_species_node [MG] at P @ dist1915,bulk_species_node [MG] at Chlorine @ dist1915
0.0,0.0,0.0,0.0,0.0,6.272418e-06,0.0,2.5778542e-09,0.0,0.0,0.0,3.8778526e-07,0.0,9.9557e-07,0.0,6.1881445e-05,0.0,1.2043432e-07,0.0,2.8408567e-05,0.0,8.981664e-06,0.0,4.2148718e-06,0.0,2.0424115e-10
0.0,0.0,0.0,0.0,0.0,5.8594405e-06,0.0,2.0393733e-09,0.0,0.0,0.0,3.1876078e-07,0.0,8.652231e-07,0.0,6.274611e-05,0.0,9.0203535e-08,0.0,2.6666958e-05,0.0,7.664946e-06,0.0,3.4086713e-06,0.0,1.0666772e-10
0.0,0.0,0.0,9.300197e-18,0.0,6.0036014e-06,0.0,3.7621176e-10,0.0,1.9372766e-05,0.0,2.7872025e-07,0.0,8.6190255e-07,0.0,6.228858e-05,0.0,8.605767e-08,0.0,2.7835214e-05,0.0,8.4713565e-06,0.0,3.88037e-06,0.0,1.1937855e-10
0.0,0.0,0.0,3.2440175e-19,0.0,5.888714e-06,0.0,1.6636519e-09,0.0,2.2994262e-05,0.0,2.9476192e-07,0.0,8.021737e-07,0.0,6.277819e-05,0.0,7.424184e-08,0.0,2.733014e-05,0.0,8.290413e-06,0.0,3.8206294e-06,0.0,1.3129538e-10
0.0,0.0,0.0,2.9726488e-19,0.0,5.9554286e-06,0.0,2.01005e-09,0.0,1.8798744e-05,0.0,3.399886e-07,0.0,7.943329e-07,0.0,6.2569765e-05,0.0,6.920424e-08,0.0,2.7715994e-05,0.0,8.170417e-06,0.0,3.659467e-06,0.0,8.497215e-09
0.0,0.0,0.0,5.766105e-20,0.0,5.9855506e-06,0.0,3.6777665e-09,0.0,1.9038567e-05,0.0,3.1790802e-07,0.0,7.063118e-07,0.0,6.362124e-05,0.0,6.3317685e-08,0.0,2.6992868e-05,0.0,7.940959e-06,0.0,3.610055e-06,0.0,1.0883624e-08
0.0,0.0,0.0,0.0,0.0,4.9373384e-06,0.0,2.1758784e-09,0.0,1.857367e-05,0.0,2.4570483e-07,0.0,5.2292245e-07,0.0,6.168439e-05,0.0,4.7974684e-08,0.0,2.6287487e-05,0.0,7.543534e-06,0.0,3.2636462e-06,0.0,8.281762e-09
0.0,0.0,0.0,0.0,0.0,4.7999933e-06,0.0,2.5527442e-09,0.0,2.1986918e-05,0.0,2.1705281e-07,0.0,4.0217347e-07,0.0,6.232106e-05,0.0,4.152011e-08,0.0,2.6052985e-05,0.0,7.3258434e-06,0.0,3.1660131e-06,0.0,7.5801205e-09
0.0,0.0,0.0,0.0,0.0,4.890679e-06,0.0,8.2075796e-10,0.0,2.6432726e-05,0.0,2.0444347e-07,0.0,4.0261327e-07,0.0,6.240016e-05,0.0,3.9690097e-08,0.0,2.6482832e-05,0.0,7.4887193e-06,0.0,3.1893242e-06,0.0,6.98568e-09
0.0,0.0,0.0,0.0,0.0,4.460682e-06,0.0,3.4501052e-10,0.0,1.913143e-05,0.0,1.6093621e-07,0.0,3.7705496e-07,0.0,6.0966056e-05,0.0,3.3338413e-08,0.0,2.678028e-05,0.0,7.569377e-06,0.0,3.253984e-06,0.0,6.9595036e-09
0.0,0.0,0.0,0.0,0.0,4.4524495e-06,0.0,2.5614913e-10,0.0,2.9370984e-05,0.0,1.6345656e-07,0.0,3.373045e-07,0.0,6.236086e-05,0.0,3.0368277e-08,0.0,2.5373924e-05,0.0,6.9267903e-06,0.0,2.936087e-06,0.0,6.4361263e-09
0.0,0.0,0.0,0.0,0.0,4.042265e-06,0.0,2.8799016e-10,0.0,2.5463965e-05,0.0,1.3218568e-07,0.0,2.4872426e-07,0.0,6.292853e-05,0.0,2.3036668e-08,0.0,2.3049506e-05,0.0,6.020287e-06,0.0,2.3459127e-06,0.0,4.462106e-09
0.0,0.0,0.0,3.0412388e-15,0.0,4.113997e-06,0.0,3.3169378e-10,0.0,2.4600202e-05,0.0,1.3772429e-07,0.0,2.69037e-07,0.0,6.1902865e-05,0.0,2.2748075e-08,0.0,2.447387e-05,0.0,6.412088e-06,0.0,2.577453e-06,0.0,4.549563e-09
0.0,0.0,0.0,0.0,0.0,4.185869e-06,0.0,1.946586e-10,0.0,1.615219e-05,0.0,1.2015887e-07,0.0,2.6713434e-07,0.0,6.1859246e-05,0.0,2.1746501e-08,0.0,2.5094294e-05,0.0,6.4487676e-06,0.0,2.6182665e-06,0.0,4.1988653e-09
0.0,0.0,0.0,0.0,0.0,4.2995644e-06,0.0,5.4309175e-11,0.0,2.2520895e-05,0.0,1.18014135e-07,0.0,2.3147113e-07,0.0,6.191665e-05,0.0,2.0953154e-08,0.0,2.553101e-05,0.0,6.5169834e-06,0.0,2.5332365e-06,0.0,3.5374947e-09
0.0,0.0,0.0,6.550874599999999e-18,0.0,3.897057e-06,0.0,2.3498944e-10,0.0,2.2808188e-05,0.0,9.876011e-08,0.0,2.3100911e-07,0.0,6.2018065e-05,0.0,1.610211e-08,0.0,2.3707391e-05,0.0,6.165919e-06,0.0,2.401534e-06,0.0,3.3917202e-09
0.0,0.0,0.0,6.7697785e-18,0.0,3.8531007e-06,0.0,3.004912e-10,0.0,1.5718824e-05,0.0,1.086077e-07,0.0,1.8753114e-07,0.0,6.1893246e-05,0.0,1.19321335e-08,0.0,2.4203819e-05,0.0,6.2076397e-06,0.0,2.5040106e-06,0.0,3.814621e-09
0.0,0.0,0.0,5.8695686e-18,0.0,4.3511377e-06,0.0,2.1535333e-10,0.0,2.0014602e-05,0.0,1.14419734e-07,0.0,2.5846725e-07,0.0,6.3401865e-05,0.0,1.6485998e-08,0.0,2.4477844e-05,0.0,6.311567e-06,0.0,2.6019488e-06,0.0,4.370616e-09
0.0,0.0,0.0,4.588068999999999e-19,0.0,4.103363e-06,0.0,1.04294295e-10,0.0,2.2273662e-05,0.0,7.400601e-08,0.0,1.9956519e-07,0.0,6.367384e-05,0.0,1.5104431e-08,0.0,2.3135588e-05,0.0,5.591063e-06,0.0,2.198136e-06,0.0,3.2486094e-09
0.0,0.0,0.0,1.3326993999999998e-19,0.0,4.5969464e-06,0.0,1.9883759e-10,0.0,2.3219049e-05,0.0,9.592744e-08,0.0,3.0822073e-07,0.0,6.4273176e-05,0.0,1.7596522e-08,0.0,2.3810333e-05,0.0,6.1604856e-06,0.0,2.402056e-06,0.0,3.4224805e-09
0.0,0.0,0.0,0.0,0.0,4.5718702e-06,0.0,3.097171e-10,0.0,1.3988052e-05,0.0,1.2724637e-07,0.0,2.6718016e-07,0.0,6.47015e-05,0.0,1.9721911e-08,0.0,2.3291868e-05,0.0,5.994296e-06,0.0,2.4111812e-06,0.0,3.6926133e-09
0.0,0.0,0.0,0.0,0.0,5.104176e-06,0.0,6.174412e-13,0.0,1.3153655e-05,0.0,1.2769212e-07,0.0,3.596535e-07,0.0,6.361861e-05,0.0,2.9343044e-08,0.0,2.5962609e-05,0.0,7.64694e-06,0.0,3.2751232e-06,0.0,5.2704663e-09
0.0,0.0,0.0,0.0,0.0,5.1336683e-06,0.0,2.4861907e-10,0.0,1.40771945e-05,0.0,1.5903547e-07,0.0,4.451934e-07,0.0,6.3618194e-05,0.0,3.8641996e-08,0.0,2.551967e-05,0.0,7.2355683e-06,0.0,3.1337406e-06,0.0,6.223869e-09
0.0,0.0,0.0,0.0,0.0,5.3461604e-06,0.0,3.210911e-09,0.0,1.5313093e-05,0.0,2.4796503e-07,0.0,5.327411e-07,0.0,6.322436e-05,0.0,4.693591e-08,0.0,2.6411088e-05,0.0,7.5482217e-06,0.0,3.3198974e-06,0.0,7.298669e-09
0.0,0.0,0.0,5.317378e-15,0.0,4.6974465e-06,0.0,8.6241286e-10,0.0,1.4612884e-05,0.0,1.9586369e-07,0.0,4.224677e-07,0.0,6.268856e-05,0.0,3.5484444e-08,0.0,2.4731771e-05,0.0,6.753634e-06,0.0,2.8708384e-06,0.0,6.029528e-09
0.0,0.0,0.0,9.966727e-15,0.0,4.496744e-06,0.0,3.817682e-10,0.0,1.6787204e-05,0.0,1.6710447e-07,0.0,3.1761107e-07,0.0,6.295189e-05,0.0,2.8927111e-08,0.0,2.4679268e-05,0.0,6.6925745e-06,0.0,2.8055592e-06,0.0,5.545316e-09
0.0,0.0,0.0,2.5004247e-15,0.0,2.2533436e-06,0.0,7.4969964e-10,0.0,1.982641e-05,0.0,1.4383367e-07,0.0,3.7382821e-07,0.0,1.4946943e-05,0.0,4.0600185e-08,0.0,2.277849e-05,0.0,6.880432e-06,0.0,3.1512504e-06,0.0,7.86072e-09
0.0,0.0,0.0,9.451087e-16,0.0,7.957771e-07,0.0,2.266249e-10,0.0,2.67686e-05,0.0,8.4771344e-08,0.0,3.244376e-07,0.0,3.5737419e-06,0.0,4.0981778e-08,0.0,7.2659486e-06,0.0,2.6482671e-06,0.0,1.380929e-06,0.0,5.5903935e-09
0.0,0.0,0.0,1.1859589e-08,0.0,2.4629466e-07,0.0,1.554668e-10,0.0,2.918456e-05,0.0,4.522096e-08,0.0,1.7929412e-07,0.0,8.670641e-07,0.0,2.8928206e-08,0.0,2.3211308e-06,0.0,8.176572e-07,0.0,4.619905e-07,0.0,2.622089e-09
0.0,0.0,0.0,1.6754695e-08,0.0,1.7475608e-07,0.0,7.296825e-11,0.0,2.4534838e-05,0.0,2.0802483e-08,0.0,1.1610228e-07,0.0,1.8468223e-06,0.0,1.6588643e-08,0.0,7.6182704e-07,0.0,2.0531103e-07,0.0,1.308873e-07,0.0,1.2413853e-09
0.0,0.0,0.0,2.6947687e-08,0.0,4.879002e-08,0.0,5.914691e-11,0.0,2.1895588e-05,0.0,1.1446603e-08,0.0,6.7028274e-08,0.0,1.9174383e-06,0.0,9.597736e-09,0.0,4.7681286e-07,0.0,5.156571e-08,0.0,3.5147416e-08,0.0,5.3144505e-10
0.0,0.0,0.0,2.783632e-08,0.0,1.2201383e-08,0.0,1.5688775e-11,0.0,2.1505417e-05,0.0,4.357171e-09,0.0,4.385874e-08,0.0,2.0934815e-06,0.0,4.9276045e-09,0.0,3.3489476e-07,0.0,3.348401e-08,0.0,1.7468674e-08,0.0,2.0519662e-10
0.0,0.0,0.0,5.7958566e-08,0.0,3.0169158e-09,0.0,4.3937052e-11,0.0,2.396472e-05,0.0,2.4908682e-09,0.0,2.5112847e-08,0.0,2.3342898e-06,0.0,2.5769265e-09,0.0,4.2263187e-07,0.0,5.9697114e-09,0.0,4.4062336e-09,0.0,8.996189e-11
0.0,0.0,0.0,5.5712334e-08,0.0,7.4050927e-10,0.0,4.373866e-11,0.0,1.916344e-05,0.0,1.2886932e-09,0.0,1.04374775e-08,0.0,2.477185e-06,0.0,1.4182124e-09,0.0,6.7086717e-07,0.0,2.2390644e-08,0.0,1.0450988e-08,0.0,5.1125264e-11
0.0,0.0,0.0,7.837268e-08,0.0,1.8168314e-10,0.0,1.2557462e-11,0.0,1.8346176e-05,0.0,5.507121e-10,0.0,4.7490474e-09,0.0,2.5459706e-06,0.0,9.2963864e-10,0.0,7.758816e-07,0.0,2.7574117e-08,0.0,1.8482406e-09,0.0,2.3891337e-11
0.0,0.0,0.0,9.207266e-08,0.0,4.5072827e-11,0.0,2.7359252e-12,0.0,2.6008422e-05,0.0,1.9363992e-10,0.0,1.9144e-09,0.0,2.47408e-06,0.0,4.8405463e-10,0.0,7.930744e-07,0.0,2.3107908e-08,0.0,8.245039e-09,0.0,9.546438e-12
0.0,0.0,0.0,8.0345174e-08,0.0,1.13279264e-11,0.0,9.127471e-13,0.0,2.5122912e-05,0.0,7.2370936e-11,0.0,7.3709727e-10,0.0,2.139591e-06,0.0,3.08753e-10,0.0,6.2501556e-07,0.0,1.544347e-08,0.0,2.3857007e-09,0.0,3.11794e-12
0.0,0.0,0.0,8.588091e-08,0.0,2.8000818e-12,0.0,3.421078e-13,0.0,2.106445e-05,0.0,3.368915e-11,0.0,2.765585e-10,0.0,2.051889e-06,0.0,3.5967343e-10,0.0,7.6386095e-07,0.0,2.0157595e-08,0.0,1.82493e-09,0.0,1.1163044e-12
0.0,0.0,0.0,1.5285524e-07,0.0,6.7253955e-13,0.0,4.8920476e-14,0.0,2.8616389e-05,0.0,1.3687435e-11,0.0,1.526074e-10,0.0,4.1338817e-06,0.0,8.718887e-10,0.0,8.9512434e-07,0.0,3.1613972e-08,0.0,3.6173606e-09,0.0,5.5737825e-13
0.0,0.0,0.0,1.3166238e-07,0.0,3.1089857e-12,0.0,2.0654045e-14,0.0,3.2045067e-05,0.0,6.421786e-12,0.0,7.194481e-11,0.0,6.587102e-06,0.0,1.470843e-09,0.0,2.2027766e-06,0.0,6.124764e-08,0.0,5.514785e-09,0.0,1.6803113e-13
0.0,0.0,2.3215316e-13,1.5503862e-07,0.0,8.338583e-12,0.0,4.1437272e-14,0.0,4.650798e-05,0.0,3.343193e-12,0.0,3.5821717e-11,0.0,6.8490394e-06,0.0,1.5602178e-09,0.0,2.7589733e-06,0.0,1.1910747e-07,0.0,1.0059278e-08,0.0,4.5519856e-14
0.0,0.0,1.243877e-13,1.04346206e-07,0.0,1.3039615e-11,0.0,3.4601686e-14,0.0,5.5002387e-05,0.0,2.1246167e-12,0.0,2.1221105e-11,0.0,6.5310337e-06,0.0,1.4920365e-09,0.0,2.4322126e-06,0.0,1.2254728e-07,0.0,1.8065027e-08,0.0,1.3097987e-14
0.0,0.0,4.8980832e-14,8.779657e-08,0.0,1.7645128e-11,0.0,1.2210603e-14,0.0,4.016613e-05,0.0,9.572918e-13,0.0,1.31087415e-11,0.0,6.7087185e-06,0.0,1.5403496e-09,0.0,2.1569126e-06,0.0,9.9109e-08,0.0,1.9642034e-08,0.0,3.505534e-15
0.0,0.0,4.8980832e-14,4.4457078e-08,0.0,4.741994e-11,0.0,1.549654e-14,0.0,3.6083493e-05,0.0,1.1380479e-12,0.0,5.2517837e-11,0.0,7.106881e-06,0.0,1.4547459e-09,0.0,2.3472198e-06,0.0,8.075458e-08,0.0,2.154888e-08,0.0,9.93384e-16
0.0,0.0,3.6881038e-14,7.501849e-08,0.0,5.4832285e-11,0.0,4.1794672e-15,0.0,3.9066115e-05,0.0,2.0315126e-13,0.0,1.3507137e-10,0.0,7.393352e-06,0.0,9.38881e-10,0.0,3.310324e-06,0.0,1.3518871e-07,0.0,3.203204e-08,0.0,2.7930623000000003e-16
0.0,0.0,3.6881038e-14,1.7912838e-07,0.0,1.7335776e-10,0.0,1.6554782e-15,0.0,4.2477935e-05,0.0,9.030329e-14,0.0,2.835507e-10,0.0,6.74303e-06,0.0,8.522441e-10,0.0,4.496351e-06,0.0,2.1015386e-07,0.0,4.9390323e-08,0.0,8.4855417e-17
0.0,0.0,2.7767678e-14,3.767529e-07,0.0,2.739318e-10,0.0,2.9678674000000003e-16,0.0,3.6714155e-05,0.0,9.89959e-14,0.0,5.438071e-10,0.0,6.8504464e-06,0.0,8.000001e-10,0.0,5.4052484e-06,0.0,2.715707e-07,0.0,4.6592085e-08,0.0,2.6119593e-17
0.0,0.0,2.3664029e-14,3.442021e-07,0.0,3.7327472e-10,0.0,2.2153022e-16,0.0,4.1789142e-05,0.0,1.1672268e-12,0.0,1.5359292e-09,0.0,6.947349e-06,0.0,8.7830687e-10,0.0,5.3711738e-06,0.0,2.827439e-07,0.0,5.7378163e-08,0.0,8.726747e-18
0.0,0.0,8.022808e-15,3.4133026e-07,0.0,5.082995e-10,0.0,1.04636435e-16,0.0,6.310801e-05,0.0,8.2834743e-13,0.0,4.478619e-09,0.0,9.391492e-06,0.0,6.838214e-10,0.0,5.751451e-06,0.0,4.6000835e-07,0.0,1.4684254e-07,0.0,3.2109931e-18
0.0,0.0,6.009561e-15,2.620706e-07,0.0,6.778514e-10,0.0,5.3052387e-17,0.0,7.355839e-05,0.0,2.9118066e-12,0.0,8.122251e-09,0.0,1.2160762e-05,0.0,5.9270167e-10,0.0,7.30116e-06,0.0,7.406689e-07,0.0,2.6862676e-07,0.0,1.5793038e-18
0.0,0.0,2.3430846e-15,2.5247658e-07,0.0,1.1590564e-09,0.0,7.635342000000001e-17,0.0,9.196467e-05,0.0,2.9521663e-11,0.0,1.4677789e-08,0.0,1.3112993e-05,0.0,7.671906e-10,0.0,1.1393254e-05,0.0,1.1496676e-06,0.0,4.586044e-07,0.0,6.109663999999999e-19
0.0,0.0,2.2221935e-15,2.530282e-07,0.0,2.0220414e-09,0.0,3.9364318e-17,0.0,0.00010591538,0.0,3.2340727e-11,0.0,2.6659613e-08,0.0,1.4329021e-05,0.0,1.2574991e-09,0.0,1.19856195e-05,0.0,1.5527697e-06,0.0,6.7369757e-07,0.0,2.4958621e-19
0.0,0.0,2.2221933e-15,2.7626086e-07,0.0,3.6162808e-09,0.0,3.0818370000000005e-17,0.0,9.766637e-05,0.0,5.99763e-11,0.0,4.360646e-08,0.0,1.5816338e-05,0.0,4.882005e-09,0.0,1.285995e-05,0.0,1.7308151e-06,0.0,7.9860433e-07,0.0,3.8530085e-18
0.0,0.0,2.222193e-15,2.408096e-07,0.0,1.0516754e-08,0.0,4.5446554e-17,0.0,9.006107e-05,0.0,1.3554731e-10,0.0,7.5542474e-08,0.0,1.6162297e-05,0.0,9.799314e-09,0.0,1.3508842e-05,0.0,2.0391046e-06,0.0,9.498815e-07,0.0,5.354333e-18
0.0,0.0,2.2221928e-15,1.9026784e-07,0.0,1.7381797e-08,0.0,2.5228855e-16,0.0,9.0052104e-05,0.0,3.164892e-10,0.0,1.3894143e-07,0.0,1.6082937e-05,0.0,1.4880876e-08,0.0,1.5707963e-05,0.0,3.0120943e-06,0.0,1.5711132e-06,0.0,9.602939e-17
0.0,0.0,2.2221926e-15,2.1686368e-07,0.0,2.3815831e-08,0.0,9.641909e-16,0.0,0.00012284907,0.0,7.52854e-10,0.0,2.8957498e-07,0.0,1.6465052e-05,0.0,2.114022e-08,0.0,1.7950222e-05,0.0,3.4335976e-06,0.0,1.890211e-06,0.0,1.6981553e-15
0.0,0.0,2.2221924e-15,2.619945e-07,0.0,2.9416437e-08,0.0,1.737607e-14,0.0,0.0001361865,0.0,1.6401518e-09,0.0,4.8292105e-07,0.0,1.5995553e-05,0.0,4.405943e-08,0.0,1.8363042e-05,0.0,3.5609735e-06,0.0,1.9946087e-06,0.0,1.61397e-14
0.0,0.0,1.265084e-15,2.0623541e-07,0.0,4.5739334e-08,0.0,6.754848e-14,0.0,0.00012247093,0.0,2.8658818e-09,0.0,6.221698e-07,0.0,1.6798922e-05,0.0,8.9927994e-08,0.0,1.8616804e-05,0.0,3.83598e-06,0.0,2.2125826e-06,0.0,8.567878e-14
0.0,0.0,9.585202e-16,2.5903663e-07,0.0,6.571031e-08,0.0,5.699421e-14,0.0,0.00013100934,0.0,3.897011e-09,0.0,7.3690677e-07,0.0,1.8092496e-05,0.0,1.6878671e-07,0.0,1.8499737e-05,0.0,4.2603574e-06,0.0,2.5796264e-06,0.0,1.0885494e-12
0.0,0.0,6.941667e-16,2.57567e-07,0.0,8.641235e-08,0.0,5.980261e-13,0.0,0.00014695669,0.0,6.4417183e-09,0.0,1.0042363e-06,0.0,1.8363738e-05,0.0,2.5872845e-07,0.0,2.023366e-05,0.0,4.9608802e-06,0.0,3.0569522e-06,0.0,7.385497e-12
0.0,0.0,1.2707505e-16,3.3168143e-07,0.0,1.0714436e-07,0.0,6.86704e-13,0.0,0.0002425227,0.0,1.0249755e-08,0.0,1.387909e-06,0.0,1.9213472e-05,0.0,3.42813e-07,0.0,2.3600012e-05,0.0,5.7748894e-06,0.0,3.6775693e-06,0.0,3.94993e-11
0.0,0.0,2.3344501000000002e-17,5.5672325e-07,0.0,1.2648127e-07,0.0,1.6691237e-11,0.0,0.0003851328,0.0,1.6967988e-08,0.0,1.6285824e-06,0.0,2.0934032e-05,0.0,3.972284e-07,0.0,2.5915724e-05,0.0,6.75265e-06,0.0,4.390763e-06,0.0,8.94079e-11
0.0,0.0,4.4009714e-18,8.597483e-07,0.0,1.4178144e-07,0.0,4.9227778e-11,0.0,0.0010816044,0.0,2.1596968e-08,0.0,1.7998601e-06,0.0,2.4782488e-05,0.0,4.710031e-07,0.0,2.7845157e-05,0.0,7.5469534e-06,0.0,4.7754584e-06,0.0,1.6070195e-10
0.0,0.0,8.434157999999999e-19,9.5153575e-07,0.0,1.57273e-07,0.0,7.224816e-11,0.0,0.018034905,0.0,2.8113343e-08,0.0,2.1640578e-06,0.0,3.8275863e-05,0.0,6.593719e-07,0.0,3.5470912e-05,0.0,9.004279e-06,0.0,5.7294105e-06,0.0,4.5697754e-10
0.0,0.0,2.0039328e-19,1.3747549e-06,0.0,1.8749924e-07,0.0,2.797279e-10,0.0,0.032290757,0.0,3.7195772e-08,0.0,2.5726602e-06,0.0,4.783938e-05,0.0,8.6352003e-07,0.0,4.335044e-05,0.0,1.1113235e-05,0.0,7.113225e-06,0.0,8.405172e-10
0.0,0.0,1.6664709e-20,2.9941236e-07,0.0,4.1262143e-07,0.0,3.4594813e-10,0.0,0.003805024,0.0,4.600604e-08,0.0,3.1871896e-06,0.0,7.920501e-05,0.0,1.0515114e-06,0.0,5.7194782e-05,0.0,1.5085306e-05,0.0,9.95777e-06,0.0,1.6669786e-09
0.0,0.0,2.5346573e-20,1.1648294e-07,0.0,6.4277623e-07,0.0,4.2444986e-10,0.0,0.057159398,0.0,6.8737776e-08,0.0,4.522375e-06,0.0,9.100322e-05,0.0,1.2536832e-06,0.0,7.524808e-05,0.0,2.0131612e-05,0.0,1.3280993e-05,0.0,3.0493525e-09
0.0,0.0,1.2050168e-20,5.5847286e-06,0.0,1.0673112e-06,0.0,8.927561e-10,0.0,0.01211917,0.0,1.2279015e-07,0.0,6.9409316e-06,0.0,0.0001278766,0.0,1.5237854e-06,0.0,0.00011743141,0.0,3.1127118e-05,0.0,2.0463947e-05,0.0,4.7246864e-09
